,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,铁（Hg2599）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）
165,166,6,W20-8,st6-166,-0.2154,-0.0041,-0.0047,-0.0036,-0.0143,0.0163,0.0005,6.579,-0.0002,0.0,0.0013,,,-0.4672,-0.4595,-0.4702,-0.0052,-0.007,0.2391,0.2155,0.3932,0.5026,0.6649,-0.0008,0.0054,0.0932,0.0004,0.0188,0.0217,-0.0217,-0.0036,1.171,1.194,1.687,-0.0016,-0.0157,0.0731,0.1292,0.1466,-0.0008,-0.001,-0.0012,0.0009
166,167,6,W20-9,st6-167,-0.215,-0.0047,-0.0039,-0.0033,-0.0143,0.0123,0.0005,5.342,-0.0003,0.0,0.0014,,,-0.4832,-0.4784,-0.479,-0.0053,-0.0064,0.3365,0.3017,0.381,0.4873,0.6398,0.0004,0.0059,0.0989,0.0216,0.0216,0.0308,-0.0263,-0.0049,1.119,1.136,1.608,-0.0005,-0.0175,0.0581,0.1039,0.118,-0.0006,-0.001,-0.001,0.0148
167,168,6,W22-1,st6-168,-0.1936,-0.0043,0.0329,0.0331,-0.0119,0.0053,0.0005,0.5415,-0.0002,0.0,0.002,,,-0.4796,-0.4743,-0.4769,-0.0053,-0.0062,1.308,1.165,4.552,5.983,7.992,-0.0006,0.0056,0.76,-0.0028,0.0155,0.0535,-0.0235,-0.0045,0.0896,0.0873,0.1347,-0.0035,-0.0168,0.0132,0.0248,0.029,-0.0005,-0.001,0.0,-0.0005
168,169,6,W22-2,st6-169,-0.1908,-0.0029,0.0578,0.0563,-0.0104,0.0059,0.0005,0.7555,-0.0002,0.0003,0.0017,,,-0.4556,-0.446,-0.4638,-0.0052,-0.0062,2.187,1.983,3.424,4.471,5.945,0.0014,0.006,0.8043,-0.0036,0.0312,0.0792,-0.0226,-0.0043,0.1154,0.1138,0.175,-0.0075,-0.0185,0.0122,0.0233,0.0267,-0.0001,-0.0008,0.0004,-0.0025
169,170,6,W22-3,st6-170,-0.2186,-0.0028,0.0285,0.0285,-0.0122,0.0363,0.0005,14.33,-0.0003,-0.0001,0.0022,,,-0.4531,-0.4432,-0.4624,-0.0053,-0.0093,1.498,1.343,4.154,5.511,7.428,-0.0006,0.0058,0.338,-0.004,0.0144,0.0257,-0.0255,-0.0046,0.6587,0.644,0.9329,-0.0012,-0.018,0.1871,0.3298,0.37,-0.0011,-0.0009,-0.0012,-0.001
170,171,6,W22-4,st6-171,-0.2101,-0.0034,0.0294,0.0289,-0.012,0.0702,0.0005,17.67,-0.0002,-0.0001,0.0019,,,-0.4352,-0.4223,-0.4528,-0.0051,-0.0096,0.5438,0.4812,4.011,5.361,7.097,-0.0007,0.0082,0.5388,-0.004,0.0271,0.0131,-0.0245,-0.0036,0.8011,0.7786,1.123,-0.0086,-0.0171,0.303,0.5331,0.5929,-0.0007,-0.0008,-0.0012,0.0025
171,172,6,W22-5,st6-172,-0.2081,-0.0032,0.0301,0.0305,-0.0122,0.0701,0.0005,18.41,-0.0003,-0.0001,0.0019,,,-0.4436,-0.4313,-0.4575,-0.0052,-0.0091,0.5678,0.5021,3.875,5.134,6.891,-0.0004,0.0078,0.5349,-0.002,0.0186,0.0282,-0.0245,-0.0044,0.9078,0.8969,1.29,0.003,-0.0169,0.3054,0.5386,0.6045,-0.0006,-0.0007,-0.0012,0.0149
172,173,6,W22-6,st6-173,-0.1842,-0.0038,0.017,0.0174,-0.013,0.0364,0.0004,18.06,-0.0002,0.0,0.0015,,,-0.457,-0.4474,-0.4643,-0.0051,-0.0073,1.134,1.02,1.414,1.813,2.34,0.0011,0.0087,0.3344,0.0005,0.0243,0.0451,-0.0228,-0.0046,0.4375,0.4335,0.6291,-0.0053,-0.0151,0.2201,0.3891,0.4347,-0.0001,-0.0005,-0.0014,0.0984
173,174,6,W22-7,st6-174,-0.2151,-0.0033,0.0246,0.0252,-0.0123,0.0609,0.0005,20.81,-0.0002,-0.0001,0.0012,,,-0.4806,-0.4751,-0.4776,-0.005,-0.0099,1.13,1.011,3.604,4.812,6.393,-0.001,0.0062,0.4517,0.0042,0.0208,0.0372,-0.0246,-0.0033,1.771,1.799,2.517,-0.0102,-0.0189,0.2185,0.3853,0.4333,-0.0007,-0.0008,-0.0008,0.0027
174,175,6,W22-8,st6-175,-0.2151,-0.0035,0.0245,0.0257,-0.0127,0.0605,0.0005,20.76,-0.0003,-0.0001,0.002,,,-0.4806,-0.4751,-0.4775,-0.0049,-0.0092,1.048,0.9296,3.639,4.758,6.366,-0.0012,0.0069,0.4523,0.0134,0.022,0.0161,-0.0264,-0.0052,1.791,1.827,2.547,-0.0062,-0.0175,0.2171,0.3837,0.4317,-0.0008,-0.0009,-0.0009,-0.0023
175,176,6,W22-9,st6-176,-0.2167,-0.003,0.0258,0.0261,-0.0126,0.0584,0.0004,20.32,-0.0002,0.0,0.0018,,,-0.4827,-0.4776,-0.4787,-0.0052,-0.0097,1.011,0.8947,3.604,4.702,6.21,-0.0011,0.0062,0.4385,0.0008,0.0208,0.021,-0.0247,-0.0043,1.775,1.801,2.514,-0.0055,-0.0177,0.2153,0.3794,0.4268,-0.0007,-0.0008,-0.0008,0.0004
176,177,8,2W1-1,st8-1,-0.2148,-0.004,0.0087,-0.0118,-0.0121,0.0067,0.0005,0.5488,-0.0001,-0.0002,0.0049,-0.1591,-0.0093,-0.4781,-0.4751,-0.4717,-0.0065,-0.0501,0.5497,2.58,4.21,^ *****,2.312,0.0024,0.0112,0.0072,0.0261,0.0784,0.0915,-0.0186,-0.0003,0.0806,-0.0059,0.0073,-0.0022,-0.0271,0.0467,0.0786,0.0278,-0.0054,0.0002,-0.0014,-0.0025
177,178,8,2W1-2,st8-2,-0.2218,-0.0042,-0.0045,-0.016,-0.0139,0.0077,0.0005,2.5,-0.0002,-0.0002,0.0051,-0.1599,-0.0081,-0.4854,-0.4816,-0.479,-0.0063,-0.049,0.113,0.5953,1.699,0.1948,0.8653,-0.0014,0.0057,-0.0125,0.0,0.0387,0.0403,-0.019,-0.0013,0.5776,0.0911,0.2332,0.0017,-0.0266,0.0932,0.155,0.054,-0.0057,0.0003,-0.0014,-0.0051
178,179,8,2W1-4,st8-3,-0.2208,-0.0038,-0.0005,-0.0137,-0.0135,0.0065,0.0005,0.424,-0.0002,0.0004,0.0055,-0.1587,-0.009,-0.4849,-0.4812,-0.4787,-0.0063,-0.0438,0.7008,3.396,3.119,^ *****,1.716,-0.0001,0.0055,0.0014,0.0232,0.0474,0.047,-0.0178,-0.0011,0.0446,-0.0142,-0.0102,-0.0011,-0.0278,0.0174,0.0298,0.0092,-0.0057,0.0003,-0.0014,-0.0042
179,180,8,2W1-5,st8-4,-0.2212,-0.0046,-0.0114,-0.0144,-0.0147,0.0063,0.0005,0.2985,-0.0003,-0.0001,0.0048,-0.1596,-0.0095,-0.4853,-0.4816,-0.4788,-0.0062,-0.0234,0.1658,0.8498,0.9846,0.1031,0.491,-0.0016,0.0028,-0.0151,-0.0042,0.0334,0.0265,-0.0244,-0.0039,0.0762,-0.0052,0.0113,0.0,-0.0271,0.007,0.0132,0.0038,-0.0056,0.0003,-0.0013,-0.0066
180,181,8,2W1-7,st8-5,-0.2219,-0.0041,0.0839,-0.0032,-0.0035,0.0062,0.0005,0.8044,-0.0002,-0.0002,0.0044,-0.1598,-0.0094,-0.4861,-0.4824,-0.4797,-0.0067,-0.0941,0.2506,1.255,9.469,^ *****,5.772,-0.0002,0.0043,0.3216,0.0061,0.0227,0.0309,-0.005,0.0012,0.4578,0.0605,0.1696,-0.0017,-0.0302,0.3603,0.5882,0.2063,-0.0057,0.0002,-0.0014,-0.0059
181,182,8,2W1-8,st8-6,-0.2211,-0.0038,0.0731,-0.0005,-0.0048,0.0093,0.0005,1.944,-0.0003,-0.0001,0.0049,-0.1589,-0.0087,-0.4766,-0.4737,-0.47,-0.0063,-0.0721,0.1046,0.5711,5.135,0.6786,2.896,-0.0014,0.0041,0.1891,0.01,0.0315,0.0282,-0.0094,0.0003,1.295,0.2579,0.5822,-0.0016,-0.0282,0.3825,0.6234,0.2234,-0.0056,0.0003,-0.0011,-0.0039
182,183,8,2W2-1,st8-7,-0.2221,-0.0028,0.0004,-0.0175,-0.0133,0.0209,0.0005,5.319,-0.0003,-0.0001,0.0045,-0.1596,-0.0074,-0.4652,-0.4635,-0.4583,-0.0066,-0.071,0.2407,1.172,3.684,0.4702,1.998,0.0455,0.0031,0.0036,-0.0036,0.0479,0.0638,-0.0122,0.0006,1.147,0.2293,0.5166,0.0006,-0.0259,0.2887,0.4708,0.169,-0.0057,0.0003,-0.0016,-0.0058
183,184,8,2W2-2,st8-8,-0.2211,-0.0041,-0.0039,-0.0132,-0.0139,0.0063,0.0005,0.3952,-0.0002,-0.0002,0.0044,-0.1592,-0.0091,-0.4857,-0.4818,-0.4792,-0.0063,-0.0369,0.0832,0.4261,2.493,0.3082,1.324,-0.0001,0.0035,0.0003,0.0,0.0361,0.0372,-0.0235,-0.0024,0.0611,-0.0069,0.0044,0.0027,-0.026,0.0387,0.0657,0.0251,-0.0055,0.0002,-0.0015,-0.0048
184,185,8,2W2-3,st8-9,-0.222,-0.0043,-0.0066,-0.0123,-0.0131,0.0067,0.0005,0.1253,-0.0002,-0.0002,0.0044,-0.1596,-0.0095,-0.486,-0.482,-0.4795,-0.0063,-0.0312,0.2534,1.276,3.786,^ *****,2.42,0.0006,0.0033,0.0305,-0.0018,0.0605,0.0365,-0.0245,-0.0031,0.0056,-0.0158,-0.0167,-0.0016,-0.0266,0.0095,0.0176,0.0112,-0.0053,0.0002,-0.0013,-0.0054
185,186,8,2W2-4,st8-10,-0.1585,0.0414,0.0066,-0.0092,-0.0124,0.0105,0.0005,1.948,-0.0009,-0.0014,0.0059,-0.1559,-0.0091,-0.3739,-0.3814,-0.3637,0.0032,-0.0286,0.4261,1.91,1.179,0.132,0.6066,-0.0001,0.0069,-0.0024,0.0281,1.488,2.468,0.0881,-0.0035,0.8921,0.1936,0.4361,0.0127,-0.0233,0.0765,0.1347,0.0485,-0.0032,0.0009,-0.0003,0.0007
186,187,8,2W2-5,st8-11,-0.1972,-0.0032,0.0051,-0.0115,-0.0127,0.0103,0.0005,1.917,-0.0003,-0.0001,0.0051,-0.1586,-0.0084,-0.4439,-0.444,-0.4365,-0.0063,-0.035,0.3691,1.704,1.187,^ *****,0.6076,-0.0004,0.0099,-0.0019,0.0084,0.0467,0.0445,-0.0212,-0.0021,0.7806,0.1458,0.3349,-0.0002,-0.0262,0.0873,0.1456,0.0495,-0.004,0.0008,-0.0011,-0.0035
187,188,8,2W2-6,st8-12,-0.1945,-0.0029,0.006,-0.0112,-0.0126,0.0104,0.0005,1.836,-0.0003,0.0,0.0044,-0.1592,-0.0084,-0.4462,-0.4461,-0.4386,-0.0063,-0.0345,0.3507,1.657,1.153,0.1264,0.5868,-0.0006,0.011,-0.0023,0.0023,0.0597,0.0524,-0.0218,-0.0021,0.8568,0.1644,0.376,-0.0014,-0.0264,0.0846,0.1408,0.0491,-0.0041,0.0007,-0.0009,-0.0049
188,189,8,2W2-7,st8-13,-0.2219,-0.0038,-0.0031,-0.0138,-0.0133,0.0069,0.0005,1.152,-0.0003,-0.0001,0.005,-0.1595,-0.0093,-0.4858,-0.4821,-0.4795,-0.0062,-0.0365,0.0281,0.2094,1.885,0.2159,0.9609,-0.0016,0.0037,-0.0013,0.0027,0.0255,0.0155,-0.0231,-0.002,0.1414,0.013,0.0535,0.0007,-0.0266,0.0349,0.0589,0.0253,-0.0058,0.0003,-0.0014,-0.0069
189,190,8,2W2-8,st8-14,-0.2216,-0.0035,0.0005,-0.0152,-0.0134,0.012,0.0005,3.818,-0.0002,-0.0002,0.0044,-0.1599,-0.0079,-0.4827,-0.4792,-0.4764,-0.0059,-0.0496,0.0257,0.2012,1.699,0.1915,0.8532,-0.0016,0.0034,-0.007,0.0042,0.0235,0.017,-0.017,-0.0012,0.6017,0.0922,0.2361,0.0003,-0.0277,0.1537,0.2519,0.0869,-0.0057,0.0003,-0.0014,-0.0048
190,191,8,2W2-9,st8-15,-0.2219,-0.0033,-0.0016,-0.0165,-0.0137,0.0107,0.0005,4.186,-0.0002,-0.0001,0.0046,-0.1596,-0.0077,-0.4854,-0.4816,-0.4793,-0.0064,-0.0536,0.0187,0.1714,2.021,0.2309,1.013,-0.0016,0.0051,-0.0058,0.0014,0.0102,0.0222,-0.0158,-0.0007,0.8208,0.1383,0.3322,-0.0039,-0.0274,0.1613,0.265,0.0895,-0.0057,0.0004,-0.0014,-0.0049
191,192,8,2W3-1,st8-16,-0.2221,-0.0039,-0.0042,-0.0161,-0.014,0.0163,0.0005,5.035,-0.0002,-0.0002,0.0048,-0.1593,-0.0075,-0.4861,-0.4824,-0.4798,-0.0059,-0.0518,0.0633,0.3744,1.1,0.1169,0.5511,-0.0016,0.0028,0.0108,0.0047,0.0201,0.0187,-0.0159,-0.002,0.8692,0.1541,0.3606,0.0031,-0.0277,0.431,0.7008,0.2508,-0.0058,0.0004,-0.0014,-0.0029
192,193,8,2W3-2,st8-17,-0.2218,-0.0044,-0.0046,-0.0162,-0.014,0.0163,0.0005,4.924,-0.0002,-0.0002,0.0041,-0.1593,-0.0074,-0.4852,-0.4814,-0.4789,-0.0059,-0.0469,0.0582,0.3476,1.083,0.1153,0.5408,-0.0016,0.0025,0.0109,-0.0014,0.021,0.0091,-0.0194,-0.0022,0.8755,0.159,0.3703,-0.0012,-0.0263,0.4283,0.6965,0.251,-0.0056,0.0004,-0.0014,-0.006
193,194,8,2W3-3,st8-18,-0.2225,-0.0044,-0.0046,-0.0139,-0.0139,0.0118,0.0005,2.547,-0.0003,-0.0002,0.0046,-0.16,-0.0085,-0.4871,-0.4833,-0.4809,-0.0061,-0.035,0.0628,0.3656,0.9981,0.1074,0.5002,-0.0016,0.0029,0.0098,-0.0013,0.0174,0.0111,-0.0223,-0.0021,0.8144,0.1489,0.3494,0.0,-0.0278,0.2315,0.3773,0.1341,-0.0056,0.0003,-0.0014,-0.0062
194,195,8,2W3-4,st8-19,-0.2217,-0.004,-0.007,-0.0146,-0.0142,0.0092,0.0005,5.36,-0.0003,-0.0001,0.0047,-0.1597,-0.0077,-0.4871,-0.4831,-0.4807,-0.0061,-0.038,0.0544,0.309,1.068,0.1192,0.5525,-0.0015,0.0031,-0.0046,0.0054,0.0183,0.0113,-0.0225,-0.0016,0.9147,0.192,0.4282,-0.0023,-0.0268,0.5004,0.8157,0.3107,-0.0055,0.0003,-0.0013,-0.0064
195,196,8,2W3-5,st8-20,-0.2221,-0.0045,-0.0068,-0.0144,-0.0141,0.0092,0.0005,5.872,-0.0002,-0.0003,0.0049,-0.1599,-0.0075,-0.4873,-0.4835,-0.481,-0.0056,-0.0389,0.0758,0.4009,1.065,0.1197,0.5532,-0.0016,0.003,-0.0031,0.0106,0.0226,0.0102,-0.0221,-0.001,0.9362,0.1948,0.4338,-0.003,-0.0253,0.5155,0.8417,0.3183,-0.0055,0.0004,-0.0014,-0.0063
196,197,8,2W3-6,st8-21,-0.2219,-0.005,-0.0067,-0.0147,-0.0142,0.0094,0.0005,6.122,-0.0003,-0.0002,0.0046,-0.1598,-0.0072,-0.4872,-0.4834,-0.4811,-0.0058,-0.0368,0.0636,0.3475,1.094,0.1233,0.5682,-0.0016,0.0031,-0.0046,0.0116,0.0103,0.0051,-0.0221,-0.0023,0.9436,0.1973,0.4381,-0.0012,-0.0249,0.5166,0.8421,0.3204,-0.0056,0.0003,-0.0013,-0.0056
197,198,8,2W3-7,st8-22,-0.2214,-0.0048,-0.0068,-0.0139,-0.0141,0.0061,0.0005,0.5624,-0.0002,-0.0001,0.0049,-0.1595,-0.0094,-0.4871,-0.4832,-0.4808,-0.0063,-0.0319,0.1174,0.5894,^ *****,^ *****,1.405,-0.0013,0.0055,0.0015,0.0132,0.0271,0.0147,-0.024,-0.0022,0.0195,-0.0175,-0.0203,-0.0003,-0.0264,0.0595,0.0991,0.0352,-0.0056,0.0002,-0.0014,-0.0042
198,199,8,2W3-8,st8-23,-0.2216,-0.0048,-0.0084,-0.0147,-0.0144,0.0192,0.0005,3.682,-0.0002,-0.0002,0.0047,-0.16,-0.0084,-0.4849,-0.4812,-0.4783,-0.0059,-0.0337,0.0701,0.3876,2.298,0.276,1.197,-0.0011,0.0025,-0.0049,0.0071,0.0222,0.0046,-0.0247,-0.0025,0.6358,0.1101,0.2677,0.001,-0.0268,0.416,0.6813,0.2494,-0.0056,0.0003,-0.0015,-0.0045
199,200,8,2W3-9,st8-24,-0.2215,-0.0045,0.0006,-0.0119,-0.0133,0.0072,0.0005,0.8401,-0.0001,-0.0002,0.0046,-0.1593,-0.0092,-0.4858,-0.4823,-0.4796,-0.0061,-0.0311,0.1085,0.5627,2.442,^ *****,1.264,-0.0005,0.0028,-0.0012,0.025,0.023,0.0173,-0.0201,-0.003,0.0844,-0.0054,0.0093,-0.0001,-0.0276,0.1456,0.2401,0.0844,-0.0056,0.0003,-0.0014,-0.0047
200,201,8,2W4-1,st8-25,-0.2219,-0.0046,-0.0105,-0.0149,-0.0147,0.0161,0.0005,3.841,-0.0003,-0.0002,0.0047,-0.1596,-0.0073,-0.4874,-0.4833,-0.4811,-0.006,-0.0316,0.0588,0.3526,1.992,0.2293,1.003,-0.0015,0.0029,-0.0133,0.0214,0.0175,0.0018,-0.0225,-0.0023,0.5531,0.0793,0.2128,0.0014,-0.0271,0.5503,0.8959,0.3219,-0.0057,0.0003,-0.0014,-0.0051
201,202,8,2W4-2,st8-26,-0.2217,-0.0047,-0.0129,-0.0152,-0.0148,0.006,0.0005,0.2166,-0.0003,-0.0001,0.0044,-0.1595,-0.0097,-0.487,-0.4833,-0.4808,-0.0062,-0.0267,0.0575,0.346,^ *****,^ *****,0.4556,-0.0016,0.0024,-0.0155,-0.0008,0.009,0.0029,-0.0211,-0.0031,-0.0025,-0.0197,-0.0247,-0.0028,-0.027,0.0111,0.0197,0.0096,-0.0056,0.0003,-0.0015,-0.0068
202,203,8,2W4-3,st8-27,-0.2218,-0.0046,-0.0093,-0.015,-0.0145,0.0069,0.0005,0.4504,-0.0001,-0.0001,0.0044,-0.1594,-0.0093,-0.4871,-0.4834,-0.481,-0.0062,-0.0303,0.0765,0.4351,2.293,0.2687,1.167,-0.0007,0.0031,-0.0096,0.0102,0.0197,0.0123,-0.024,-0.0027,0.0322,-0.0164,-0.016,-0.0017,-0.026,0.1276,0.2082,0.0716,-0.0057,0.0004,-0.0015,-0.0037
203,204,8,2W5-1,st8-28,-0.2218,-0.0045,-0.0018,-0.0127,-0.0137,0.0068,0.0005,0.5894,-0.0002,-0.0002,0.0046,-0.1592,-0.0092,-0.4861,-0.4823,-0.4799,-0.0061,-0.0312,0.1242,0.6665,2.239,0.2583,1.122,-0.001,0.0029,0.0017,0.0072,0.0264,0.0145,-0.0244,-0.0025,0.5284,0.0714,0.1983,-0.0025,-0.028,0.0373,0.0618,0.0205,-0.0057,0.0003,-0.0014,-0.0051
204,205,8,2W5-2,st8-29,-0.2219,-0.0044,-0.0044,-0.0132,-0.0141,0.0133,0.0005,^ *****,-0.0003,-0.0001,0.0048,-0.1596,-0.0075,-0.4832,-0.4798,-0.477,-0.0058,-0.0319,0.1145,0.6066,^ *****,^ *****,0.9589,-0.0012,0.0033,-0.0008,0.0038,0.023,0.0178,-0.0251,-0.0028,1.192,0.238,0.5358,-0.0012,-0.0271,0.1443,0.2348,0.0826,-0.0057,0.0005,-0.0014,-0.0056
205,206,8,2W5-4,st8-30,-0.1285,-0.0036,-0.0005,-0.012,-0.0132,0.0093,0.0005,1.708,-0.0002,-0.0001,0.0051,-0.1573,-0.0083,-0.3338,-0.343,-0.321,-0.0061,-0.0276,0.1771,0.8529,0.3153,0.024,0.1618,-0.0003,0.0073,-0.0065,0.0482,0.0416,0.0393,-0.0235,-0.0033,0.8117,0.1561,0.3575,0.0039,-0.025,0.0628,0.1041,0.0366,-0.0031,0.0009,-0.0011,-0.0045
206,207,8,2W5-5,st8-31,-0.2202,-0.0038,-0.0034,-0.0125,-0.0137,0.0114,0.0005,3.965,0.0001,-0.0001,0.0047,-0.1593,-0.0076,-0.4754,-0.4726,-0.4687,-0.0059,-0.0289,0.3225,1.485,0.5292,0.0493,0.2732,-0.0012,0.005,-0.0113,0.0034,0.0413,0.0435,-0.0206,-0.0032,0.2802,0.0364,0.1063,-0.0039,-0.0254,0.1073,0.1766,0.0638,-0.0054,0.0004,-0.0014,-0.0038
207,208,8,2W5-7,st8-32,-0.2216,-0.0038,-0.0002,-0.012,-0.0134,0.0179,0.0005,7.358,-0.0001,-0.0002,0.0051,-0.1594,-0.0064,-0.4862,-0.4824,-0.4799,-0.0058,-0.031,0.1754,0.8426,1.697,0.2009,0.8815,-0.0012,0.0041,0.0068,0.0467,0.0255,0.0224,-0.0215,-0.0026,1.317,0.2889,0.6315,-0.0039,-0.0262,0.2573,0.4179,0.1533,-0.0056,0.0003,-0.0014,-0.0049
208,209,8,2W5-8,st8-33,-0.2209,-0.0042,0.0001,-0.0116,-0.0133,0.018,0.0005,7.439,-0.0002,-0.0003,0.0051,-0.1599,-0.0066,-0.4854,-0.4815,-0.479,-0.0058,-0.0304,0.1599,0.7667,1.714,0.2036,0.8979,-0.0015,0.0044,0.007,0.0107,0.0334,0.0194,-0.0218,-0.0028,1.352,0.3022,0.6549,-0.0001,-0.0269,0.2575,0.4205,0.1541,-0.0055,0.0004,-0.0013,-0.0045
209,210,8,2W6-1,st8-34,-0.2218,-0.0023,0.0253,-0.0049,-0.0102,0.0196,0.0005,6.184,-0.0003,-0.0002,0.0044,-0.1591,-0.0064,-0.4846,-0.4808,-0.4781,-0.0059,-0.0315,0.1611,0.7879,2.08,0.248,1.082,-0.0014,0.0027,0.0385,0.0069,0.0231,0.0191,-0.024,-0.002,1.746,0.3896,0.844,-0.0025,-0.0253,0.2676,0.4359,0.1574,-0.0056,0.0003,-0.0015,-0.0041
210,211,8,2W6-2,st8-35,-0.2216,-0.0018,0.0256,-0.0047,-0.0103,0.0181,0.0005,5.655,-0.0003,-0.0002,0.0044,-0.1591,-0.0071,-0.4793,-0.4762,-0.4729,-0.0057,-0.0313,0.2146,1.039,2.2,0.2632,1.141,-0.0015,0.0027,0.0372,0.0025,0.0673,0.0648,-0.0237,-0.0021,1.48,0.3196,0.7035,-0.0006,-0.0277,0.2439,0.398,0.1426,-0.0056,0.0004,-0.0014,-0.0033
211,212,8,2W6-3,st8-36,-0.2193,0.0012,-0.0049,-0.0131,-0.0141,0.0129,0.0005,2.501,-0.0002,-0.0002,0.0051,-0.1585,-0.0087,-0.445,-0.4449,-0.4374,-0.0061,-0.0292,0.1807,0.8986,1.015,0.1085,0.5122,-0.0014,0.0038,0.008,0.0088,0.027,0.02,-0.023,-0.0038,0.777,0.1376,0.3263,0.0,-0.0266,0.0966,0.1581,0.0547,-0.0055,0.0004,-0.0014,-0.0033
212,213,8,2W6-4,st8-37,0.0045,-0.0046,-0.0028,-0.0128,-0.0135,0.0154,0.0005,1.98,-0.0003,0.0,0.0053,-0.159,-0.0088,-0.2106,-0.2345,-0.189,-0.006,-0.0288,0.7828,3.728,0.4663,0.0396,0.235,0.0004,0.0042,-0.0141,0.003,0.0785,0.0983,-0.0206,-0.0033,0.9578,0.1778,0.412,0.009,-0.027,0.0448,0.0756,0.0248,-0.0012,0.0015,-0.001,0.0017
213,214,8,2W6-5,st8-38,0.0967,-0.0045,-0.0027,-0.0134,-0.0134,0.0162,0.0006,1.974,-0.0003,0.0,0.0058,-0.1595,-0.0088,-0.1206,-0.1527,-0.0911,-0.006,-0.0295,0.8063,3.944,^ *****,0.0359,0.2181,0.0011,0.0042,-0.0156,0.0021,0.1037,0.1188,-0.0238,-0.0034,1.181,0.2263,0.5151,0.0069,-0.0274,0.0459,0.0765,0.0253,0.001,0.0021,-0.001,-0.0019
214,215,8,2W6-6,st8-39,-0.2133,-0.0039,-0.0095,-0.0141,-0.0145,0.0066,0.0005,0.276,-0.0002,-0.0001,0.0054,-0.1603,-0.0097,-0.4765,-0.4737,-0.4699,-0.0062,-0.0241,0.463,2.23,0.138,0.0058,0.0692,-0.0015,0.0036,-0.017,-0.0015,0.0329,0.033,-0.0202,-0.0034,0.0498,-0.0105,-0.0022,-0.0005,-0.0265,0.0022,0.0051,0.0006,-0.0055,0.0004,-0.0015,-0.0069
215,216,8,2W6-7,st8-40,-0.2214,-0.0046,-0.0108,-0.0139,-0.0147,0.0065,0.0005,0.3154,-0.0003,-0.0002,0.0046,-0.1595,-0.0096,-0.4865,-0.4826,-0.4803,-0.006,-0.0239,0.0341,0.2415,0.1802,0.0096,0.0895,-0.0016,0.0025,-0.0147,-0.0047,0.012,0.0143,-0.0247,-0.0036,0.362,0.0577,0.1628,-0.0007,-0.0273,0.0078,0.0145,0.0042,-0.0057,0.0003,-0.0015,-0.0068
216,217,8,2W6-8,st8-41,-0.2219,-0.0034,0.0015,-0.0118,-0.0135,0.0087,0.0006,1.646,-0.0003,-0.0001,0.005,-0.1599,-0.0089,-0.4809,-0.4775,-0.4745,-0.006,-0.0295,0.0905,0.5145,^ *****,0.0996,0.4662,-0.0016,0.0026,-0.004,-0.0027,0.0254,0.0217,-0.0268,-0.0027,1.176,0.2179,0.505,-0.0036,-0.0266,0.0578,0.0946,0.0315,-0.0058,0.0004,-0.0014,-0.006
217,218,8,2W6-9,st8-42,-0.2219,-0.0046,-0.009,-0.0143,-0.0145,0.0084,0.0005,1.421,-0.0003,-0.0001,0.0047,-0.1598,-0.0089,-0.4807,-0.4775,-0.4744,-0.006,-0.0273,0.022,0.1852,0.3617,0.0281,0.1832,-0.0015,0.0022,-0.0135,-0.0036,0.0218,0.0168,-0.0248,-0.0032,0.6491,0.1015,0.257,-0.0021,-0.0273,0.0412,0.068,0.0227,-0.0057,0.0004,-0.0014,-0.0042
218,219,8,2W7-1,st8-43,-0.2218,-0.0045,0.0111,0.022,-0.0023,0.0114,0.0004,2.837,-0.0002,0.0,0.0037,-0.1592,-0.0069,-0.4816,-0.4773,-0.4742,-0.0057,-0.0097,0.8069,0.7819,1.329,1.414,0.8238,-0.0013,0.0032,0.3484,-0.002,-0.003,0.0097,-0.0298,-0.0054,0.6906,1.053,0.6469,-0.0078,-0.0224,0.049,0.0753,0.0761,-0.0045,-0.0012,-0.0011,-0.0004
219,220,8,2W7-2,st8-44,-0.2206,-0.0044,0.0212,0.0275,-0.0008,0.0074,0.0004,0.8644,-0.0002,0.0,0.0042,-0.1589,-0.0061,-0.4813,-0.4772,-0.4739,-0.0058,-0.0077,0.9992,1.035,1.533,1.638,0.9339,-0.0004,0.004,0.3572,0.0177,-0.0057,0.008,-0.0322,-0.0044,0.1358,0.1784,0.092,-0.0091,-0.0215,0.0305,0.0461,0.0395,-0.0046,-0.0013,-0.0011,-0.003
