,序号,月份,GPS样点,样品号,铝（Al3961）,砷（As1890）,硼（B2089）,硼（B2496）,硼（B2497）,钡（Ba4934）,铍（Be2348）,钙（Ca3179）,镉（Cd2265）,铂（Co2286）,铂（Co2378）,铬（Cr2835）,铜（Cu3273）,铁（Fe2382）,铁（Fe2395）,汞（Hg1849）,汞（Hg1942）,钾（K7664）,钾（K7698）,镁（Mg2795）,镁（Mg2802）,镁（Mg2852）,锰（Mn2605）,钼（Mo2045）,钠（Na5895）,镍（Ni2316）,磷（P1774）,磷（P1782）,铅（Pb1822）,硒（Se1960）,硅（Si2124）,硅（Si2516）,硅（Si2881）,锡（Sn2429）,锡（Sn2839）,锶（Sr2152）,锶（Sr2165）,锶（Sr3464硅）,钛（Ti3234）,钛（Ti3361）,钒（V2924）,锌（Zn2062）,汞（Hg2599）
177,178,8,2S03-3,tr8-21,42.59,0.0624,0.0543,-0.0555,0.2163,0.4159,0.0086,24.42,0.0161,0.0667,0.2165,-0.0201,-0.0289,83.23,93.4,98.59,-0.007,-0.0141,5.39,23.48,16.92,2.9,12.69,2.66,0.0233,0.0021,0.4789,7.101,10.76,0.334,-0.0141,0.6063,0.1133,0.2522,4.614,-0.0002,0.5038,0.9233,0.3977,3.542,1.36,0.1256,0.3932
178,179,8,2S03-4,tr8-22,29.32,0.0599,0.0889,-0.024,0.112,0.2821,0.0059,28.76,0.0112,0.0457,0.156,-0.0619,-0.0153,61.42,64.48,69.95,-0.0052,-0.0284,4.154,22.41,11.14,1.562,7.284,3.155,0.0213,-0.0031,0.5098,32.02,38.66,0.2042,-0.0087,0.744,0.1136,0.2714,2.508,0.0203,1.246,2.206,0.8502,2.048,0.7356,0.0772,0.439
179,180,8,2S03-5,tr8-23,36.21,0.1527,0.0704,-0.0511,0.1716,0.3951,0.0085,20.64,0.0175,0.057,0.2186,-0.022,-0.0421,76.22,83.78,87.48,-0.0068,-0.0249,4.292,24.66,12.26,1.701,8.089,2.158,0.0237,-0.004,0.5397,23.94,29.04,0.3011,-0.018,0.781,0.0946,0.242,3.75,0.0247,1.29,2.317,0.8546,2.444,0.826,0.0895,0.3934
180,181,8,2S03-6,tr8-24,53.42,0.1493,0.1789,^ *****,1.029,0.726,0.0093,26.75,0.0367,0.1155,0.3558,0.0105,0.1921,68.33,24.73,30.22,-0.0066,-0.0645,^ *****,28.51,15.81,19.37,10.68,3.205,0.0249,0.2164,0.5989,3.122,21.3,1.733,-0.0312,0.9515,0.7613,0.2958,15.12,-0.0147,1.094,1.409,0.86,3.33,5.238,0.4117,0.6441
181,182,8,2S03-7,tr8-25,32.2,0.0551,0.0636,-0.0437,0.1458,0.4518,0.0077,27.44,0.0155,0.0599,0.1982,-0.0357,-0.0216,70.8,76.39,80.58,-0.0065,-0.0157,4.745,27.01,14.28,2.101,10.21,3.224,0.0236,-0.0084,0.5094,19.51,23.55,0.2571,-0.015,0.6736,0.0803,0.2125,3.26,0.0281,0.8062,1.492,0.5497,1.854,0.6742,0.0795,0.4192
182,183,8,2S03-8,tr8-26,33.88,0.0572,0.0611,-0.0446,0.1575,0.4375,0.0079,31.16,0.0153,0.0589,0.2022,-0.0331,-0.014,74.73,81.46,86.31,-0.0065,-0.0131,5.328,28.72,15.22,2.276,10.95,2.869,0.0235,-0.0064,0.5057,19.01,22.68,0.248,-0.0154,0.5858,0.0715,0.1909,3.526,0.0207,0.6746,1.282,0.4815,1.989,0.7296,0.0872,0.4269
183,184,8,2S03-9,tr8-27,39.76,0.0681,0.0899,-0.041,0.1648,0.4885,0.0087,20.47,0.0165,0.0654,0.2251,-0.0152,-0.0367,73.83,81.26,84.63,-0.0067,-0.0146,6.217,36.93,15.44,2.275,11.18,3.013,0.0307,-0.0042,0.644,25.53,30.94,0.2814,-0.0172,0.6553,0.0688,0.1929,3.546,0.039,0.5527,1.084,0.3843,2.446,0.8619,0.098,0.511
184,185,8,2S04-1,tr8-28,47.63,0.0978,0.1027,-0.0443,0.2006,0.4976,0.0099,15.73,0.0184,0.072,0.2618,0.0065,-0.0436,81.38,90.79,93.13,-0.0073,-0.019,6.3,36.54,15.31,2.282,10.96,3.72,0.0336,-0.0027,0.6315,22.97,27.27,0.3497,-0.0187,0.8215,0.1169,0.2791,4.241,0.0477,0.5061,1.022,0.3712,2.97,1.068,0.1227,0.516
185,186,8,2S04-2,tr8-29,56.86,0.1253,0.1932,^ *****,1.078,0.7004,0.01,18.33,0.0369,0.1209,0.3696,0.0184,0.206,71.29,26.18,31.39,-0.0066,-0.0751,^ *****,31.45,16.62,20.03,11.4,4.71,0.0295,0.1641,0.6346,2.633,17.92,1.777,-0.0315,0.9384,0.7759,0.3119,15.76,-0.0113,0.7196,0.9419,0.5789,2.825,4.342,0.4042,0.7371
186,187,8,2S04-3,tr8-30,63.73,0.1381,0.2189,^ *****,1.164,0.7606,0.011,16.06,0.04,0.1315,0.3927,0.0338,0.1912,73.63,26.82,32.39,-0.0072,-0.0563,^ *****,36.38,17.42,21.12,12.08,5.159,0.0323,0.1861,0.6978,2.602,17.64,1.939,-0.0333,1.024,0.8684,0.3437,17.02,-0.0012,0.7308,0.9617,0.5836,3.43,5.434,0.4636,0.6856
187,188,8,2S05-1,tr8-31,32.94,0.0623,0.0503,-0.0527,0.164,0.2908,0.0079,8.522,0.0156,0.0626,0.2142,-0.0371,-0.0551,76.45,83.24,86.61,-0.0071,-0.0336,4.299,24.57,12.77,1.838,8.583,2.351,0.0281,-0.0084,0.5392,28.88,35.08,0.2753,-0.0172,0.6581,0.0698,0.1939,3.603,0.025,0.2205,0.5176,0.1683,2.792,0.9647,0.0858,0.474
188,189,8,2S05-2,tr8-32,43.38,0.0892,0.1134,^ *****,1.002,0.4493,0.0078,10.56,0.035,0.1045,0.3404,-0.0001,0.1346,67.39,24.16,29.57,-0.0069,-0.0492,^ *****,23.03,14.71,18.17,9.624,2.822,0.0245,0.1556,0.5481,3.008,20.51,1.701,-0.0311,0.9798,0.7901,0.3002,14.83,-0.0236,0.3603,0.4841,0.2686,3.366,5.352,0.3408,0.5519
189,190,8,2S05-3,tr8-33,39.83,0.0926,0.0409,-0.0973,0.354,0.4153,0.0101,45.4,0.0294,0.0675,0.2567,0.0054,0.0151,100.6,119.4,^ *****,-0.0068,-0.0169,5.725,23.15,16.11,2.865,12.07,4.144,0.0206,0.0054,0.5569,7.64,11.95,0.4131,-0.0192,0.5911,0.1273,0.2684,7.346,-0.0073,0.5298,1.007,0.4623,2.925,1.171,0.1164,0.4169
190,191,8,2S05-4,tr8-34,58.65,0.1099,0.1528,^ *****,1.065,0.7698,0.0102,19.41,0.0394,0.1124,0.3627,0.0078,0.1755,67.81,23.26,28.44,-0.0067,-0.068,^ *****,28.12,14.75,17.76,9.932,3.428,0.0291,0.2107,0.628,2.847,21.64,1.904,-0.0296,1.031,0.8055,0.2963,16.06,-0.0003,0.6987,0.915,0.5195,3.168,5.132,0.4442,0.6539
191,192,8,2S05-5,tr8-35,49.42,0.1179,0.0728,-0.0579,0.1968,0.5163,0.0106,15.67,0.0209,0.0705,0.2706,-0.0016,-0.0178,80.31,88.76,91.83,-0.0074,-0.0421,4.827,28.17,13.14,1.914,9.05,3.23,0.0312,-0.0063,0.6668,38.46,46.99,0.4432,-0.0176,0.9601,0.1324,0.3162,4.178,0.0586,0.4721,0.9601,0.3355,1.944,0.6973,0.1269,0.6157
192,193,8,2S05-6,tr8-36,51.1,0.1067,0.1552,^ *****,0.9727,0.7122,0.0088,24.58,0.0352,0.1082,0.3456,0.001,0.1803,66.24,23.63,28.87,-0.0068,-0.0804,^ *****,23.95,14.68,17.92,9.637,4.391,0.0288,0.1654,0.5517,3.758,25.7,1.692,-0.0272,0.7624,0.5951,0.2139,14.38,0.0015,0.6819,0.8865,0.5099,2.161,3.518,0.3651,0.7092
193,194,8,2S05-7,tr8-37,34.1,0.0408,0.0268,-0.0518,0.1676,0.2763,0.007,29.16,0.0121,0.0546,0.1714,-0.0475,-0.0201,72.03,78.66,85.06,-0.0063,-0.0126,4.23,17.96,16.36,2.843,12.14,1.519,0.0167,0.0021,0.4101,6.702,10.27,0.2703,-0.0116,0.5842,0.1226,0.2623,3.71,-0.0089,0.4739,0.8449,0.3711,3.466,1.372,0.0983,0.3613
194,195,8,2S05-8,tr8-38,36.93,0.0695,0.0809,^ *****,0.7193,0.3828,0.0065,31.25,0.0261,0.0944,0.2787,-0.039,0.1131,56.92,19.5,24.38,-0.0055,-0.0464,15.65,17.11,15.55,19.15,10.67,2.248,0.0191,0.1443,0.4746,2.033,13.88,1.255,-0.023,0.8861,0.6993,0.2618,10.83,-0.0203,0.7023,0.9056,0.5384,3.251,5.158,0.2905,0.4773
195,196,8,2S05-9,tr8-39,38.56,0.0598,0.094,^ *****,0.6643,0.3747,0.0063,20.59,0.0247,0.0907,0.2608,-0.0526,0.0857,54.02,17.17,21.59,-0.0058,-0.0404,19.4,21.18,14.42,16.98,9.364,1.628,0.0206,0.1424,0.461,1.642,12.38,1.182,-0.0218,0.894,0.6443,0.2307,10.14,-0.0137,0.5644,0.7323,0.4141,3.623,5.88,0.3108,0.4564
196,197,8,2S06-1,tr8-40,21.58,0.8921,0.0773,-0.0479,0.1951,0.6633,0.0067,216.2,0.0177,0.0514,0.1797,-0.0578,0.0525,77.6,87.05,91.78,-0.0048,-0.0223,3.904,17.55,11.64,1.841,8.209,4.272,0.0141,0.0168,0.3399,8.44,11.91,0.2041,-0.0118,0.7892,0.1553,0.3319,4.158,-0.0064,1.795,3.065,1.34,1.212,0.4664,0.0548,0.2141
197,198,8,2S06-2,tr8-41,36.88,0.356,0.3207,^ *****,0.8399,0.6503,0.0069,54.32,0.029,0.0999,0.2869,-0.0345,0.1594,62.05,20.37,25.83,-0.0053,-0.1617,18.87,20.29,13.32,15.95,8.605,5.097,0.0208,0.4486,0.5306,2.693,20.67,1.35,-0.0211,1.325,1.065,0.4279,12.32,-0.0121,1.46,1.876,1.136,1.679,2.717,0.2701,0.5128
198,199,8,2S06-3,tr8-42,35.77,1.068,0.1961,^ *****,0.7152,0.6004,0.0068,153.5,0.0277,0.1015,0.2833,-0.0422,0.1442,54.58,18.19,22.68,-0.003,-0.1079,16.94,18.37,13.05,15.63,8.666,3.461,0.0182,0.4165,0.4109,3.005,21.82,1.275,-0.0185,1.2,0.9607,0.3568,10.82,-0.0128,2.23,2.824,1.713,1.675,2.773,0.2578,0.3464
199,200,8,2S06-4,tr8-43,31.66,0.0739,0.0409,-0.049,0.1554,0.3483,0.0078,22.41,0.0164,0.0549,0.1858,-0.0507,0.0117,73.66,78.68,84.21,-0.0059,-0.0151,4.504,22.64,11.68,1.793,7.867,1.819,0.0193,-0.008,0.4852,7.177,9.975,0.3144,-0.0146,0.6782,0.105,0.2515,3.481,0.0017,0.2375,0.5049,0.1848,1.089,0.4046,0.0739,0.3802
200,201,8,2S06-5,tr8-44,26.44,0.0674,0.0359,-0.0437,0.135,0.3073,0.0068,20.69,0.014,0.0477,0.1619,-0.0658,0.0117,69.21,73.39,78.63,-0.0061,-0.0115,3.925,19.54,10.47,1.558,6.761,1.577,0.017,-0.0092,0.4188,7.007,9.725,0.267,-0.0138,0.8745,0.157,0.346,3.104,-0.0043,0.2336,0.4868,0.1774,0.8602,^ *****,0.0632,0.3547
201,202,8,2S06-6,tr8-45,30.48,0.0695,0.0436,-0.0456,0.1488,0.355,0.0074,23.29,0.0151,0.0543,0.1799,-0.0554,0.0118,72.21,77.91,83.09,-0.006,-0.0108,4.586,23.13,11.46,1.743,7.633,1.94,0.019,-0.0078,0.4862,7.529,10.38,0.2886,-0.0146,0.8795,0.1567,0.3467,3.357,-0.0002,0.256,0.5326,0.1953,1.025,0.3819,0.0723,0.4112
202,203,8,2S06-7,tr8-46,49.2,0.5562,0.1018,-0.0468,0.3823,0.4974,0.0094,49.37,0.0188,0.0604,0.2284,-0.0142,0.0733,98.85,117.5,^ *****,-0.0061,-0.0374,7.042,22.94,16.14,3.371,12.19,2.158,0.0241,0.0641,0.41,8.044,13.74,0.3544,-0.0111,1.083,0.4283,0.7066,6.962,-0.0076,0.7374,1.275,0.6866,2.225,1.106,0.1482,0.5374
203,204,8,2S06-8,tr8-47,33.48,0.2156,0.0807,-0.0212,0.1092,0.286,0.0062,40.86,0.0108,0.0384,0.1443,-0.0642,0.0053,58.54,61.38,66.55,-0.006,-0.044,3.004,13.96,11.25,1.746,7.525,1.965,0.0186,0.0015,0.3621,15.25,21.59,0.2616,-0.0045,0.7667,0.1471,0.3212,2.468,0.0064,0.6454,1.131,0.4641,1.552,0.5808,0.0815,0.3413
204,205,8,2S06-9,tr8-48,33.65,0.2538,0.0805,-0.0258,0.1199,0.3114,0.0067,34.54,0.0113,0.0452,0.1566,-0.0603,0.0052,62.88,66.18,72.13,-0.0062,-0.044,3.171,15.03,11.14,1.674,7.339,1.462,0.0181,0.0,0.4038,16.09,22.61,0.2806,-0.0064,0.9669,0.1917,0.4122,2.662,0.0039,0.6594,1.164,0.4686,1.643,0.6045,0.0834,0.3243
205,206,8,2S07-1,tr8-49,33.5,0.0563,0.0417,-0.0487,0.1543,0.3257,0.0073,6.997,0.0136,0.0532,0.1945,-0.048,-0.0394,74.79,80.49,84.6,-0.0069,-0.0274,4.501,24.41,11.34,^ *****,7.538,2.297,0.0198,-0.0083,0.475,18.19,22.05,0.2174,-0.0139,0.5567,0.0694,0.1846,3.478,0.0171,0.1786,0.4282,0.1461,2.411,0.882,0.0828,0.3702
206,207,8,2S07-2,tr8-50,44.53,0.0689,0.0931,^ *****,0.9106,0.4996,0.0076,10.08,0.0308,0.0964,0.3197,-0.0134,0.1114,66.16,23.17,28.56,-0.0065,-0.0306,19.54,21.99,13.42,15.66,8.689,3.024,0.0171,0.1278,0.485,2.015,13.72,1.513,-0.0277,0.9399,0.7806,0.3091,13.53,-0.0245,0.3059,0.4148,0.2386,2.674,4.155,0.304,0.485
207,208,8,2S07-3,tr8-51,43.69,0.0698,0.1157,^ *****,0.7649,0.5128,0.007,8.552,0.027,0.0909,0.2829,-0.0399,0.0907,58.22,18.95,23.92,-0.0066,-0.0425,^ *****,26.81,11.78,14.22,7.202,2.77,0.0203,0.1461,0.4623,1.613,12.35,1.341,-0.0248,0.8254,0.6226,0.224,11.54,-0.0034,0.344,0.4594,0.2428,2.727,4.385,0.3312,0.4655
208,209,8,2S07-4,tr8-52,48.25,0.073,0.1205,^ *****,0.9865,0.5388,0.0083,12.99,0.0344,0.1073,0.3367,-0.0041,0.123,67.79,23.51,29.1,-0.0064,-0.0431,^ *****,26.99,14.61,17.41,9.393,3.614,0.021,0.1532,0.5589,1.963,14.34,1.674,-0.0305,0.9136,0.738,0.2851,14.7,-0.0156,0.3909,0.5243,0.2966,3.239,5.21,0.3575,0.5492
209,210,8,2S07-5,tr8-53,38.11,0.106,0.1065,^ *****,1.401,0.6886,0.0082,142.3,0.0523,0.1017,0.3934,0.063,0.1741,77.43,29.86,35.55,-0.0054,-0.0543,^ *****,25.96,14.21,17.02,10.02,10.23,0.0185,0.1915,0.5133,2.677,17.74,2.221,-0.0369,0.8559,0.7111,0.2853,20.57,-0.0138,1.814,2.334,1.496,2.338,3.613,0.2802,0.3959
210,211,8,2S07-6,tr8-54,32.84,0.05,0.0407,-0.0486,0.1504,0.3013,0.0071,10.24,0.0139,0.05,0.1872,-0.0516,-0.033,74.29,80.19,84.72,-0.0064,-0.0278,4.317,22.99,10.65,1.564,7.077,2.549,0.0213,-0.0091,0.4155,19.04,23.11,0.2135,-0.0145,0.5672,0.0702,0.187,3.391,0.0146,0.224,0.5014,0.1736,2.119,0.7757,0.0767,0.3792
211,212,8,2S07-7,tr8-55,49.32,0.0649,0.1526,^ *****,0.625,0.6185,0.0065,13.77,0.023,0.0769,0.2462,-0.0547,0.1189,54.66,17.44,21.8,-0.006,-0.0733,^ *****,26.9,12.15,14.38,7.67,2.458,0.0254,0.1881,0.4436,3.052,22.44,1.084,-0.018,1.242,0.992,0.3853,9.431,-0.0037,0.5349,0.6908,0.3945,2.423,3.968,0.3459,0.5261
212,213,8,2S07-8,tr8-56,26.91,0.0101,0.1697,-0.0129,0.3343,0.2345,0.0035,7.461,0.0118,0.0483,0.1535,-0.0985,0.036,34.67,10.59,13.86,-0.0055,-0.0449,9.99,10.32,9.101,10.43,5.228,0.5059,0.0106,0.1231,0.3326,1.221,8.224,0.6,-0.0106,1.139,0.9307,0.3489,5.14,-0.0196,0.2788,0.3595,0.2018,2.041,3.301,0.1674,0.3357
213,214,8,2S08-1,tr8-57,33.95,0.0973,0.0441,-0.0571,0.1715,0.3875,0.0081,25.46,0.0189,0.0568,0.2046,-0.0348,-0.0261,76.76,84.05,87.99,-0.0065,-0.0165,3.899,21.26,12.13,1.758,8.136,2.261,0.0202,-0.0061,0.5096,13.72,17.72,0.294,-0.0165,0.7772,0.1022,0.2541,3.799,0.0137,0.4615,0.9162,0.3339,2.088,0.7423,0.079,0.3815
214,215,8,2S08-2,tr8-58,32.59,0.0703,0.0615,^ *****,0.7388,0.4013,0.0058,25.2,0.0258,0.0807,0.2656,-0.0485,0.0851,58.48,19.44,24.41,-0.006,-0.0467,13.21,13.97,11.37,13.16,7.03,3.293,0.0138,0.1045,0.3973,1.174,8.722,1.243,-0.0217,0.7958,0.6195,0.2329,11.18,-0.0205,0.5806,0.7595,0.4372,1.973,3.229,0.2359,0.3921
215,216,8,2S08-3,tr8-59,30.3,0.0953,0.0773,^ *****,0.7573,0.3305,0.0059,21.74,0.0268,0.0843,0.2837,-0.0404,0.095,57.44,19.78,24.7,-0.0057,-0.04,13.98,15.13,11.42,13.85,7.188,2.162,0.0151,0.102,0.407,1.909,12.87,1.337,-0.024,0.937,0.7415,0.271,11.39,-0.0266,0.4736,0.6188,0.3467,1.648,2.718,0.2174,0.4397
216,217,8,2S08-4,tr8-60,35.81,0.1421,0.1524,^ *****,0.6804,0.5295,0.0066,104.7,0.0255,0.0803,0.2691,-0.046,0.1504,52.77,18.37,22.84,-0.0033,-0.0517,^ *****,24.47,13.33,16.43,8.952,2.046,0.0155,0.2765,0.3794,1.875,12.02,1.197,-0.0196,0.8612,0.6879,0.2471,10.21,-0.0174,1.672,2.117,1.27,1.441,2.33,0.259,0.407
217,218,8,2S08-5,tr8-61,52.11,0.0528,0.1329,^ *****,0.9305,0.5588,0.0085,5.797,0.0319,0.105,0.3234,-0.0181,0.0914,64.3,21.94,26.78,-0.0069,-0.0408,^ *****,34.31,13.71,16.76,8.68,2.87,0.0256,0.1307,0.5367,1.596,12.2,1.564,-0.0302,0.8468,0.6366,0.2272,13.8,0.0044,0.348,0.4719,0.2382,1.859,3.189,0.3924,0.661
218,219,8,2S08-6,tr8-62,25.57,0.0233,0.052,-0.2075,0.471,0.3071,0.0047,47.53,0.0165,0.0616,0.1909,-0.0838,0.0915,44.72,13.49,17.47,-0.0043,-0.0295,14.07,14.66,10.83,12.17,6.42,2.35,0.011,0.1166,0.346,0.9195,6.753,0.8218,-0.0137,1.007,0.7818,0.2995,7.274,-0.019,0.8583,1.106,0.6341,1.068,1.716,0.1757,0.3522
219,220,8,2S08-7,tr8-63,24.98,0.1556,0.1594,^ *****,0.8315,0.5207,0.0052,145.1,0.0305,0.1007,0.306,-0.0307,0.1298,59.8,21.68,26.74,-0.0043,-0.1149,14.19,15.54,10.2,11.88,6.469,6.542,0.0157,0.198,0.371,3.048,20.1,1.37,-0.0211,1.154,0.9541,0.362,12.32,-0.0055,1.537,1.957,1.207,0.9789,1.57,0.1607,0.3457
220,221,8,2S08-8,tr8-64,8.939,0.2811,0.0598,^ *****,1.081,0.4911,0.0032,289.4,0.0416,0.0576,0.2963,-0.0104,0.1293,65.18,23.03,28.39,-0.0067,-0.0783,7.791,7.639,6.51,7.376,3.882,19.37,0.0102,0.1695,0.2638,0.8773,5.986,1.658,-0.0179,1.206,0.9385,0.3531,15.98,0.0944,2.295,2.952,1.754,0.4509,0.782,0.0503,0.2104
221,222,8,2S08-9,tr8-65,13.74,0.2614,0.0366,-0.225,0.5738,0.4512,0.0128,162.7,0.0642,0.0778,0.4259,0.0519,0.0493,92.61,117.4,^ *****,-0.0107,-0.0293,2.395,12.59,7.385,1.03,4.856,18.56,0.0164,-0.0009,0.6329,11.6,15.0,0.1944,-0.0457,1.056,0.1038,0.2743,12.46,0.1178,1.091,2.313,0.8782,0.6678,^ *****,0.0468,0.1924
222,223,8,2S09-1,tr8-66,23.82,0.1723,0.0336,-0.0155,0.0445,0.3712,0.0028,288.2,0.0048,0.0135,0.0573,-0.0849,0.0306,30.05,30.12,32.01,-0.0053,-0.0142,1.708,7.571,16.05,2.788,12.67,1.924,0.0088,0.014,0.1163,3.15,4.676,0.0797,-0.0031,0.5096,0.1078,0.222,1.164,-0.0108,2.645,4.235,1.97,0.6941,0.2703,0.0303,0.0859
223,224,8,2S09-4,tr8-67,^ *****,0.1524,0.0499,-0.0609,0.2088,0.6027,0.0109,10.08,0.0183,0.0566,0.2448,-0.0037,0.0142,84.18,93.99,98.37,-0.0071,-0.041,4.81,23.74,11.97,1.812,8.077,1.473,0.027,-0.0051,0.5615,16.28,21.15,0.3879,-0.0173,0.7346,0.1234,0.2818,4.583,0.0227,0.2571,0.5814,0.2131,1.67,0.6734,0.147,0.4238
224,225,8,2S09-7,tr8-68,23.18,0.0312,0.1615,-0.05,0.3861,0.2271,0.004,36,0.0137,0.0478,0.1677,-0.0946,0.0885,38.11,12.1,15.47,-0.0049,-0.1596,12.5,13.29,9.91,11.42,6.01,0.5575,0.0113,0.1352,0.2614,3.151,21.08,0.6835,-0.0116,1.633,1.409,0.5651,5.903,-0.0306,0.8421,1.063,0.6528,1.466,2.31,0.1548,0.342
225,226,8,2S10-1,tr8-69,34.92,0.0889,0.0481,-0.0494,0.1576,0.3589,0.0078,8.045,0.0163,0.0587,0.2014,-0.0376,-0.0244,74.56,80.32,85.24,-0.0068,-0.0164,4.58,25.11,12.12,1.781,8.181,2.372,0.0241,-0.0086,0.6463,21.01,26.45,0.28,-0.0173,0.7122,0.0899,0.2295,3.508,0.0202,0.2024,0.4801,0.1604,1.899,0.6875,0.0788,0.4732
226,227,8,2S10-2,tr8-70,35.84,0.0892,0.0484,-0.0496,0.1525,0.3557,0.0079,8.26,0.0181,0.0595,0.2025,-0.0395,-0.0287,74.1,78.67,83.02,-0.0069,-0.0183,4.283,24.57,12.11,1.751,8.047,2.218,0.0242,-0.0086,0.5406,21.65,27.37,0.3389,-0.0173,0.5806,0.0559,0.1631,3.378,0.0228,0.231,0.5254,0.1758,1.923,0.6761,0.0785,0.457
227,228,8,2S10-3,tr8-71,36.73,0.0851,0.061,-0.0486,0.1616,0.4033,0.0081,^ *****,0.0177,0.0632,0.2118,-0.0373,-0.0324,72.68,78.67,83.05,-0.0068,-0.0195,4.828,28.25,12.13,^ *****,8.185,2.64,0.0266,-0.0083,0.5246,24.76,31.08,0.2978,-0.0171,0.8102,0.1073,0.2644,3.506,0.0289,0.2641,0.5839,0.2002,2.064,^ *****,0.0839,0.5039
228,229,8,2S10-4,tr8-72,27.91,0.0904,0.0477,-0.044,0.1285,0.2898,0.007,32.15,0.0151,0.053,0.1825,-0.0493,-0.0304,69.02,72.6,77.21,-0.0061,-0.0161,3.629,20.58,12.3,1.738,8.252,2.024,0.0161,-0.0077,0.4828,18.67,22.61,0.2158,-0.0154,0.7134,0.082,0.217,2.913,0.0134,0.407,0.8176,0.2796,1.933,0.6727,0.0615,0.3626
229,230,8,2S10-5,tr8-73,31.16,0.0911,0.0532,-0.0446,0.1402,0.2985,0.007,12.19,0.0145,0.0556,0.1847,-0.0493,-0.0332,69.28,74.51,79.1,-0.0069,-0.0181,3.608,20.2,11.77,1.615,7.44,2.503,0.022,-0.009,0.4926,18.77,23.59,0.251,-0.0162,0.9407,0.1408,0.3309,3.109,0.0183,0.2139,0.4844,0.1626,2.064,0.7342,0.0716,0.3661
230,231,8,2S10-6,tr8-74,32.72,0.0899,0.0554,-0.0452,0.1506,0.3388,0.0076,17.56,0.0151,0.0548,0.1913,-0.0448,-0.0229,71.69,77.29,81.79,-0.0066,-0.0174,3.854,21.19,12,1.748,8.07,2.43,0.0199,-0.0074,0.4982,20.94,26.17,0.2557,-0.0148,0.8437,0.1276,0.2994,3.37,0.0163,0.2761,0.5914,0.2095,1.973,0.7158,0.0784,0.3867
231,232,8,2S10-7,tr8-75,33.2,0.0839,0.0442,^ *****,0.7708,0.3377,0.0062,5.093,0.0255,0.0757,0.282,-0.0427,0.0914,60.31,20.95,26.29,-0.006,-0.0395,14.43,15.61,10.38,12.12,6.347,1.519,0.0129,0.0904,0.5013,1.751,11.61,1.306,-0.0253,0.8689,0.7167,0.2779,11.52,-0.0412,0.1934,0.27,0.1494,0.9157,1.459,0.1804,0.4701
232,233,8,2S10-8,tr8-76,34.56,0.108,0.053,^ *****,0.7647,0.3585,0.0061,6.972,0.0259,0.0783,0.2835,-0.0423,0.0815,59.95,20.99,26.45,-0.0062,-0.0391,13.97,15.25,10.85,12.72,6.621,1.743,0.013,0.0961,0.4004,1.824,11.88,1.302,-0.0255,0.9113,0.7494,0.2819,11.42,-0.0302,0.233,0.32,0.1736,1.107,1.779,0.1907,0.4769
233,234,8,2S10-9,tr8-77,41.88,0.1879,0.0751,^ *****,0.8801,0.4548,0.0078,7.157,0.0306,0.0868,0.3069,-0.0314,0.1127,63.38,21.47,26.67,-0.0065,-0.0468,18.64,20.23,11.76,13.75,7.409,2.362,0.0177,0.1208,0.5065,1.589,11.79,1.519,-0.0267,0.996,0.8332,0.3256,13.26,-0.0307,0.297,0.4049,0.2232,1.423,2.249,0.2584,0.581
234,235,8,2S11-1,tr8-78,35.59,0.0382,0.053,-0.0318,0.1851,0.4143,0.0059,29.56,0.0106,0.0348,0.1406,-0.0673,0.0318,69.28,75.54,81.91,-0.0063,-0.0353,5.944,19.88,11.19,2.22,7.927,1.055,0.0174,0.0338,0.2946,7.188,11.98,0.2404,-0.0066,1.239,0.4467,0.7647,3.752,-0.0095,0.4829,0.8229,0.4084,1.761,0.8388,0.0913,0.5646
235,236,8,2S11-2,tr8-79,21.88,0.0448,0.0586,-0.0236,0.0723,0.2419,0.0046,25.3,0.0078,0.0291,0.107,-0.0889,-0.0123,48.72,50.55,55,-0.0058,-0.0471,2.723,14.06,8.263,1.143,5.1,0.6713,0.0146,-0.006,0.2791,26.24,32.76,0.1958,-0.0058,0.8335,0.1424,0.3254,1.806,-0.005,0.5135,0.9217,0.3525,1.252,^ *****,0.0487,0.4272
236,237,8,2S11-3,tr8-80,16.8,0.0026,0.02,-0.0189,0.0308,0.1701,0.0027,7.584,0.0031,0.0176,0.0673,-0.1062,-0.0254,31.74,31.17,34.5,-0.0059,-0.019,1.727,8.309,7.039,^ *****,4.199,0.338,0.0126,-0.0107,0.1838,7.489,9.19,0.069,-0.0026,0.7048,0.123,0.2817,1.034,-0.0104,0.175,0.3291,0.1191,1.379,^ *****,0.0346,0.2838
237,238,8,2S11-5,tr8-81,29.02,0.0626,0.0802,^ *****,0.6671,0.3268,0.0054,42.01,0.0247,0.0722,0.259,-0.0514,0.0864,52.7,18.29,22.58,-0.0049,-0.0347,16.63,18.06,12.92,15.73,8.471,1.987,0.0147,0.1217,0.3944,2.407,16.11,1.193,-0.0226,0.9553,0.7748,0.2785,10.13,-0.0237,0.6447,0.8308,0.4757,1.98,3.27,0.215,0.4274
